0.000,0.000
3.107,0.000
2.352,0.000
0.000,0.000
0.000,0.000
0.336,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.756,0.000
0.000,0.000
0.000,0.000
0.000,0.000
7.727,3.500
7.727,7.000
73.906,35.000
125.305,72.000
171.244,118.000
211.557,169.000
265.139,218.000
316.957,267.000
356.010,314.000
404.721,357.000
443.186,399.000
485.346,435.000
521.963,470.000
555.977,500.000
583.607,527.000
614.346,551.000
634.418,572.000
661.713,584.000
675.486,597.000
685.984,606.000
690.436,609.000
695.895,618.000
691.107,614.000
687.496,614.000
675.486,606.000
663.980,600.000
646.092,591.000
618.461,574.000
594.021,556.000
567.146,532.000
536.828,503.000
496.096,470.000
453.180,441.000
412.447,406.000
373.563,365.000
333.502,320.000
279.248,271.000
236.332,217.000
184.766,161.000
137.902,104.000
86.252,53.000
29.814,19.000
11.254,2.000
1.848,0.000
0.000,0.000
0.000,0.000
0.756,0.000
0.756,0.000
0.000,0.000
2.436,0.000
0.924,0.000
0.420,0.000
0.000,0.000
0.000,0.000
0.000,0.000
1.134,0.000
2.268,0.000
0.084,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.588,0.000
1.176,0.000
0.000,0.000
0.000,0.000
0.210,0.000
0.420,0.000
0.420,0.000
1.092,0.000
0.546,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.336,0.000
0.672,0.000
0.000,0.000
0.336,0.000
1.932,0.000
17.385,6.000
73.906,31.000
126.900,67.000
170.740,113.000
219.367,164.000
274.377,215.000
312.842,266.000
362.980,315.000
405.645,359.000
450.912,400.000
485.094,435.000
526.162,468.000
553.541,499.000
594.357,526.000
617.705,549.000
641.641,568.000
661.125,582.000
669.859,597.000
689.008,611.000
689.260,613.000
685.648,621.000
695.811,620.000
687.328,620.000
677.082,617.000
668.768,605.000
637.021,581.000
617.537,571.000
606.871,562.000
570.842,541.000
546.990,514.000
511.633,483.000
469.305,450.000
420.594,413.000
381.961,372.000
345.848,329.000
288.150,279.000
239.188,225.000
192.996,170.000
144.705,113.000
91.207,56.000
27.883,21.000
9.742,2.000
4.199,0.000
2.100,0.000
0.000,0.000
0.588,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.336,0.000
0.000,0.000
0.000,0.000
0.000,0.000
2.352,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
2.520,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
6.635,0.000
13.521,6.000
76.006,32.000
134.627,68.000
175.023,114.000
221.719,165.000
273.369,216.000
316.117,266.000
364.492,314.000
407.156,358.000
451.080,399.000
488.033,435.000
518.184,469.000
557.992,499.000
592.594,523.000
622.828,547.000
643.320,570.000
665.828,587.000
684.977,600.000
693.711,608.000
693.459,613.000
700.766,621.000
698.834,624.000
694.887,623.000
686.404,616.000
675.570,608.000
659.025,599.000
606.787,550.000
627.615,574.000
583.020,545.000
546.654,521.000
516.084,490.000
466.701,455.000
428.068,421.000
384.816,378.000
341.984,333.000
291.090,283.000
243.639,229.000
202.318,174.000
139.498,112.000
99.270,65.000
31.914,23.000
7.811,4.000
1.932,0.000
0.000,0.000
0.924,0.000
0.000,0.000
0.000,0.000
0.084,0.000
0.042,0.000
0.000,0.000
0.000,0.000
0.000,0.000
1.596,0.000
2.520,0.000
1.008,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.420,0.000
0.000,0.000
2.436,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
1.512,0.000
3.947,0.000
0.000,0.000
1.848,0.000
0.000,0.000
0.000,0.000
0.000,0.000
4.619,0.000
9.238,7.000
71.219,28.000
125.137,62.000
172.084,109.000
222.559,164.000
263.123,220.000
323.172,277.000
373.814,329.000
425.465,375.000
473.420,422.000
514.740,465.000
558.076,502.000
597.381,539.000
628.959,567.000
661.545,595.000
695.895,618.000
728.900,635.000
750.064,655.000
764.006,668.000
778.451,677.000
795.164,694.000
801.799,708.000
794.324,712.000
797.096,713.000
801.547,710.000
787.605,705.000
773.076,697.000
759.891,686.000
735.367,669.000
705.553,649.000
677.250,625.000
642.564,603.000
604.100,569.000
565.635,537.000
513.984,503.000
474.344,458.000
429.496,415.000
376.838,368.000
324.684,315.000
275.049,257.000
224.406,199.000
177.207,142.000
124.633,91.000
33.510,46.000
31.746,15.000
3.779,0.000
0.084,0.000
1.680,0.000
1.092,0.000
1.008,0.000
0.000,0.000
0.000,0.000
0.168,0.000
0.000,0.000
1.176,0.000
2.352,0.000
0.000,0.000
1.764,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.672,0.000
0.000,0.000
0.924,0.000
1.848,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.672,0.000
0.000,0.000
4.199,3.500
12.850,7.000
70.463,26.000
132.695,59.000
185.605,108.000
232.385,163.000
287.395,221.000
338.289,278.000
399.262,332.000
443.689,381.000
498.447,425.000
539.516,467.000
587.723,507.000
627.615,543.000
672.127,574.000
701.689,605.000
734.107,631.000
765.350,648.000
783.658,670.000
805.494,688.000
820.527,702.000
835.393,711.000
839.172,716.000
839.424,719.000
835.393,720.000
834.301,718.000
823.971,713.000
808.686,707.000
788.697,695.000
763.754,677.000
733.016,656.000
711.684,637.000
664.988,608.000
634.838,576.000
598.809,542.000
538.844,506.000
493.828,465.000
447.805,422.000
397.666,373.000
339.885,322.000
294.869,266.000
239.523,207.000
184.010,147.000
129.168,90.000
72.646,45.000
28.471,14.000
8.902,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.000,0.000
0.420,0.000
0.420,0.000
0.672,0.000
2.939,0.000
0.168,0.000
2.855,0.000
